38.0068146517197, 23.699513438319748
38.00274401708804, 23.713544775768924
37.99942401991833, 23.722088458008933
37.992047322901676, 23.721117242121732
37.98640562176535, 23.721177252557546
37.98432141126678, 23.728683160119683
37.98046794744238, 23.73304020256116
37.97514826952336, 23.735661039531127
37.96872712680195, 23.72958182888358
37.964373881635936, 23.726595006295188
37.95795485468016, 23.728521581049492
37.9568119964683, 23.734739551693238
37.94940746612561, 23.73722751946073
37.94065699520722, 23.740670034162275
