"Egaleo", 37.99198589578065, 23.68182962337508
"Eleonas", 37.98763768487978, 23.69373842661961
"Kerameikos", 37.97862839747796, 23.71145931764796
"Monastiraki", 37.976165164167874, 23.72556344258578
"Syntagma", 37.97514826952336, 23.735661039531127
"Evangelismos", 37.97605111152339, 23.746633806670683
"Megaro Moussikis", 37.97930283226864, 23.752918222391468
"Ambelokipi", 37.98733637503534, 23.75702468438942
"Panormou", 37.99316014356322, 23.763432481727254
"Katehaki", 37.99316859879299, 23.776148834663914
"Ethniki Amyna", 38.00005294321207, 23.785753825148195
"Holargos", 38.00451395697365, 23.794717358988567
"Nomismatokopio", 38.00927969821997, 23.805671500607282
"Aghia Paraskevi", 38.01719809064458, 23.81231138320322
"Halandri", 38.02151256644872, 23.821217071683567
"Pallini", 38.005727986847674, 23.869621156102774
"Paiania-Kantza", 37.98422733553239, 23.870009588264278
"Koropi", 37.91284422686963, 23.895732263120998
"Airport", 37.9366384061094, 23.944515869823036
